entity_id,state,last_changed
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.8,2026-05-13T06:33:02.086Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.8,2026-05-13T06:33:09.282Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.5,2026-05-13T06:33:14.422Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,10.9,2026-05-13T06:33:20.591Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,9.8,2026-05-13T06:33:25.729Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,11.0,2026-05-13T06:33:42.285Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,9.9,2026-05-13T06:33:48.354Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,11.0,2026-05-13T06:34:17.242Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.4,2026-05-13T06:34:23.313Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.0,2026-05-13T06:34:29.480Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.7,2026-05-13T06:34:34.621Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.7,2026-05-13T06:34:39.761Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.1,2026-05-13T06:34:45.012Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.0,2026-05-13T06:34:50.055Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.3,2026-05-13T06:34:55.195Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.7,2026-05-13T06:35:00.069Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.9,2026-05-13T06:35:00.335Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.5,2026-05-13T06:35:05.476Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.4,2026-05-13T06:35:10.617Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.0,2026-05-13T06:35:15.757Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.6,2026-05-13T06:35:21.008Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.2,2026-05-13T06:35:26.052Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.5,2026-05-13T06:35:31.192Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.8,2026-05-13T06:35:36.333Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.3,2026-05-13T06:35:42.500Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.0,2026-05-13T06:35:48.671Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.7,2026-05-13T06:35:53.862Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.9,2026-05-13T06:35:58.952Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.9,2026-05-13T06:36:00.066Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.9,2026-05-13T06:36:04.091Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.1,2026-05-13T06:36:10.260Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.9,2026-05-13T06:36:15.399Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.0,2026-05-13T06:36:22.597Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,9.9,2026-05-13T06:36:27.737Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,11.0,2026-05-13T06:36:36.069Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,10.0,2026-05-13T06:36:42.139Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,11.3,2026-05-13T06:37:26.443Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.3,2026-05-13T06:37:31.486Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.6,2026-05-13T06:37:36.626Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.4,2026-05-13T06:37:43.933Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.4,2026-05-13T06:37:48.976Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.9,2026-05-13T06:37:54.118Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.0,2026-05-13T06:37:59.258Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.8,2026-05-13T06:38:00.061Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.0,2026-05-13T06:38:04.399Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.8,2026-05-13T06:38:09.537Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.2,2026-05-13T06:38:15.705Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.9,2026-05-13T06:38:20.845Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.7,2026-05-13T06:38:27.014Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.1,2026-05-13T06:38:32.152Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.5,2026-05-13T06:38:38.321Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.2,2026-05-13T06:38:45.518Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.9,2026-05-13T06:38:51.686Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.8,2026-05-13T06:38:57.854Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.0,2026-05-13T06:39:00.059Z
